innings_player,innings_runs_scored,innings_runs_scored_num,innings_minutes_batted,innings_batted_flag,innings_not_out_flag,innings_balls_faced,innings_boundary_fours,innings_boundary_sixes,innings_batting_strike_rate,innings_number,opposition,ground,innings_date,country,50s,100s,innings_runs_scored_buckets,innings_overs_bowled,innings_bowled_flag,innings_maidens_bowled,innings_runs_conceded,innings_wickets_taken,4_wickets,5_wickets,10_wickets,innings_wickets_taken_buckets,innings_economy_rate
M Pilling,,,,,,,,,,1,v NZ Women,Exmouth,1973-07-14,England Women,,,,7.0,1,4,6,2,1,0,0,0-4,0.85
M Wilks,,,,,,,,,,1,v India Women,Kolkata,1978-01-01,England Women,,,,6.0,1,3,6,2,1,0,0,0-4,1.00
JC Tedstone,,,,,,,,,,2,v Int XI Women,Hamilton,1982-01-14,England Women,,,,12.0,1,8,6,2,1,0,0,0-4,0.50
K Smithies,,,,,,,,,,2,v Denmk Women,Haarlem,1991-07-20,England Women,,,,5.0,1,1,6,2,1,0,0,0-4,1.20
D Maybury,,,,,,,,,,2,v Ire Women,Nykobing Mors,1989-07-21,England Women,,,,8.0,1,4,7,2,1,0,0,0-4,0.87
CE Taylor,,,,,,,,,,2,v Ire Women,Northampton,1990-07-22,England Women,,,,8.0,1,6,7,2,1,0,0,0-4,0.87
SJ Kitson,,,,,,,,,,1,v Ire Women,Dublin,1990-08-17,England Women,,,,3.1,1,0,7,2,1,0,0,0-4,2.21
D Maybury,,,,,,,,,,1,v Neth Women,Nykobing Mors,1989-07-19,England Women,,,,9.0,1,2,8,2,1,0,0,0-4,0.88
M Pilling,,,,,,,,,,2,v Jamaica Wmn,Bradford,1973-07-07,England Women,,,,9.0,1,3,9,2,1,0,0,0-4,1.00
G Hullah,,,,,,,,,,2,v AUS Women,Hyderabad (Deccan),1978-01-13,England Women,,,,6.0,1,1,9,2,1,0,0,0-4,1.50
JM Chamberlain,,,,,,,,,,1,v Ire Women,Dublin,1990-08-17,England Women,,,,8.0,1,3,10,2,1,0,0,0-4,1.25
S Redfern,,,,,,,,,,2,v Neth Women,Dublin,1995-07-18,England Women,,,,8.0,1,4,10,2,1,0,0,0-4,1.25
MA Reynard,,,,,,,,,,1,v SL Women,Mohali,1997-12-21,England Women,,,,9.0,1,5,10,2,1,0,0,0-4,1.11
CA Hodges,,,,,,,,,,2,v Neth Women,London,1993-07-29,England Women,,,,12.0,1,8,11,2,1,0,0,0-4,0.91
SJ Kitson,,,,,,,,,,2,v NZ Women,Lord's,1993-08-01,England Women,,,,5.1,1,1,11,2,1,0,0,0-4,2.12
DA Stock,,,,,,,,,,2,v Neth Women,Dublin,1995-07-18,England Women,,,,10.0,1,4,11,2,1,0,0,0-4,1.10
MA Reynard,,,,,,,,,,1,v India Women,Delhi,1995-11-11,England Women,,,,2.5,1,0,11,2,1,0,0,0-4,3.88
D Holden,,,,,,,,,,2,v Denmk Women,Nykobing Mors,1999-07-20,England Women,,,,10.0,1,3,11,2,1,0,0,0-4,1.10
CE Taylor,,,,,,,,,,2,v Neth Women,Lincoln,2000-11-30,England Women,,,,10.0,1,4,11,2,1,0,0,0-4,1.10
GA Smith,,,,,,,,,,2,v Denmk Women,Haarlem,1991-07-20,England Women,,,,7.0,1,3,12,2,1,0,0,0-4,1.71
CE Taylor,,,,,,,,,,2,v Denmk Women,Hyderabad,1997-12-14,England Women,,,,10.0,1,4,12,2,1,0,0,0-4,1.20
K Smithies,,,,,,,,,,2,v AUS Women,Melbourne,1988-12-11,England Women,,,,6.0,1,2,13,2,1,0,0,0-4,2.16
CE Taylor,,,,,,,,,,2,v Neth Women,London,1993-07-29,England Women,,,,6.5,1,3,13,2,1,0,0,0-4,1.90
K Smithies,,,,,,,,,,2,v Neth Women,London,1993-07-29,England Women,,,,11.0,1,3,14,2,1,0,0,0-4,1.27
CE Taylor,,,,,,,,,,2,v Denmk Women,Dublin,1995-07-19,England Women,,,,10.0,1,4,14,2,1,0,0,0-4,1.40
K Smithies,,,,,,,,,,1,v India Women,Guwahati,1995-11-14,England Women,,,,6.0,1,1,14,2,1,0,0,0-4,2.33
LC Pearson,,,,,,,,,,2,v SA Women,Lincoln,2000-12-02,England Women,,,,10.0,1,2,14,2,1,0,0,0-4,1.40
DL Thomas,,,,,,,,,,2,v Jamaica Wmn,Bradford,1973-07-07,England Women,,,,5.0,1,1,15,2,1,0,0,0-4,3.00
JM Chamberlain,,,,,,,,,,1,v Neth Women,Leicester,1990-07-18,England Women,,,,6.0,1,1,15,2,1,0,0,0-4,2.50
CE Taylor,,,,,,,,,,1,v WI Women,Arundel,1993-07-28,England Women,,,,12.0,1,3,15,2,1,0,0,0-4,1.25
JC Tedstone,,,,,,,,,,1,v AUS Women,Melbourne,1985-01-31,England Women,,,,10.0,1,2,16,2,1,0,0,0-4,1.60
CE Taylor,,,,,,,,,,2,v Denmk Women,Nottingham,1990-07-19,England Women,,,,7.0,1,3,16,2,1,0,0,0-4,2.28
JM Chamberlain,,,,,,,,,,1,v India Women,Delhi,1995-11-11,England Women,,,,7.0,1,0,16,2,1,0,0,0-4,2.28
K Smithies,,,,,,,,,,1,v India Women,Delhi,1995-11-11,England Women,,,,10.0,1,4,16,2,1,0,0,0-4,1.60
JC Tedstone,,,,,,,,,,2,v WI Women,Shireoaks,1979-07-07,England Women,,,,6.0,1,1,17,2,1,0,0,0-4,2.83
K Smithies,,,,,,,,,,2,v Ire Women,Northampton,1990-07-22,England Women,,,,5.0,1,0,17,2,1,0,0,0-4,3.40
GA Smith,,,,,,,,,,2,v Ire Women,Haarlem,1991-07-16,England Women,,,,9.0,1,2,17,2,1,0,0,0-4,1.88
S Redfern,,,,,,,,,,1,v SA Women,Hinckley,1997-08-27,England Women,,,,6.0,1,0,17,2,1,0,0,0-4,2.83
CE Taylor,,,,,,,,,,1,v SL Women,Mohali,1997-12-21,England Women,,,,10.0,1,5,17,2,1,0,0,0-4,1.70
LK Newton,,,,,,,,,,2,v India Women,Manchester,1999-07-06,England Women,,,,6.0,1,1,17,2,1,0,0,0-4,2.83
KM Wilkins,,,,,,,,,,1,v Ire Women,Nykobing Mors,1999-07-21,England Women,,,,10.0,1,1,17,2,1,0,0,0-4,1.70
JM Court,,,,,,,,,,1,v India Women,Wanganui,1982-01-20,England Women,,,,6.0,1,1,18,2,1,0,0,0-4,3.00
GA Smith,,,,,,,,,,1,v AUS Women,Canterbury,1987-07-25,England Women,,,,11.0,1,5,18,2,1,0,0,0-4,1.63
CA Hodges,,,,,,,,,,2,v Ire Women,Haarlem,1991-07-16,England Women,,,,11.0,1,3,18,2,1,0,0,0-4,1.63
CA Hodges,,,,,,,,,,2,v Neth Women,Haarlem,1991-07-17,England Women,,,,11.0,1,3,18,2,1,0,0,0-4,1.63
GA Smith,,,,,,,,,,1,v WI Women,Arundel,1993-07-28,England Women,,,,6.4,1,0,18,2,1,0,0,0-4,2.70
CE Taylor,,,,,,,,,,1,v India Women,Lincoln,2000-12-04,England Women,,,,10.0,1,3,18,2,1,0,0,0-4,1.80
CA Hodges,,,,,,,,,,1,v Neth Women,Leicester,1990-07-18,England Women,,,,11.0,1,4,19,2,1,0,0,0-4,1.72
CE Taylor,,,,,,,,,,1,v Ire Women,Dublin,1990-08-17,England Women,,,,8.0,1,3,19,2,1,0,0,0-4,2.37
CE Taylor,,,,,,,,,,1,v SA Women,Nottingham,2000-06-22,England Women,,,,4.0,1,0,19,2,1,0,0,0-4,4.75
JA Brittin,,,,,,,,,,1,v India Women,Auckland,1982-01-12,England Women,,,,7.0,1,1,20,2,1,0,0,0-4,2.85
K Smithies,,,,,,,,,,1,v Neth Women,Sydney,1988-12-06,England Women,,,,10.0,1,2,20,2,1,0,0,0-4,2.00
DA Stock,,,,,,,,,,2,v India Women,Patna,1995-12-01,England Women,,,,5.4,1,2,20,2,1,0,0,0-4,3.52
LC Pearson,,,,,,,,,,2,v NZ Women,Auckland,2000-02-17,England Women,,,,10.0,1,3,20,2,1,0,0,0-4,2.00
CE Taylor,,,,,,,,,,2,v SA Women,Canterbury,2000-06-25,England Women,,,,10.0,1,3,20,2,1,0,0,0-4,2.00
LC Pearson,,,,,,,,,,2,v SL Women,Lincoln,2000-12-12,England Women,,,,7.0,1,2,20,2,1,0,0,0-4,2.85
AM Starling,,,,,,,,,,2,v AUS Women,Christchurch,1982-02-07,England Women,,,,11.0,1,3,21,2,1,0,0,0-4,1.90
CE Taylor,,,,,,,,,,1,v NZ Women,Beckenham,1993-07-21,England Women,,,,12.0,1,3,21,2,1,0,0,0-4,1.75
CM Edwards,,,,,,,,,,2,v Denmk Women,Hyderabad,1997-12-14,England Women,,,,9.0,1,3,21,2,1,0,0,0-4,2.33
LC Pearson,,,,,,,,,,1,v Ire Women,Lincoln,2000-12-07,England Women,,,,10.0,1,4,21,2,1,0,0,0-4,2.10
J Stephenson,,,,,,,,,,1,v NZ Women,Exmouth,1973-07-14,England Women,,,,6.0,1,0,23,2,1,0,0,0-4,3.83
JC Tedstone,,,,,,,,,,2,v AUS Women,Christchurch,1982-02-02,England Women,,,,12.0,1,0,23,2,1,0,0,0-4,1.91
CA Hodges,,,,,,,,,,2,v Ire Women,Dublin,1990-08-16,England Women,,,,11.0,1,3,23,2,1,0,0,0-4,2.09
DA Stock,,,,,,,,,,1,v India Women,Delhi,1995-11-11,England Women,,,,10.0,1,3,23,2,1,0,0,0-4,2.30
E Bakewell,,,,,,,,,,2,v Int XI Women,Christchurch,1982-02-04,England Women,,,,12.0,1,3,24,2,1,0,0,0-4,2.00
S Potter,,,,,,,,,,2,v NZ Women,Hastings,1984-06-24,England Women,,,,6.0,1,0,24,2,1,0,0,0-4,4.00
JC Tedstone,,,,,,,,,,2,v AUS Women,Melbourne,1988-12-11,England Women,,,,11.0,1,1,24,2,1,0,0,0-4,2.18
K Smithies,,,,,,,,,,1,v WI Women,Arundel,1993-07-28,England Women,,,,12.0,1,3,24,2,1,0,0,0-4,2.00
MA Reynard,,,,,,,,,,1,v SA Women,Worcester,2000-07-01,England Women,,,,6.0,1,0,24,2,1,0,0,0-4,4.00
MA Reynard,,,,,,,,,,1,v AUS Women,Lincoln,2000-12-10,England Women,,,,5.0,1,0,24,2,1,0,0,0-4,4.80
K Smithies,,,,,,,,,,1,v NZ Women,Perth,1988-11-30,England Women,,,,6.0,1,0,25,2,1,0,0,0-4,4.16
D Maybury,,,,,,,,,,1,v NZ Women,Perth,1988-11-30,England Women,,,,9.0,1,1,25,2,1,0,0,0-4,2.77
CJ Connor,,,,,,,,,,1,v India Women,Lincoln,2000-12-04,England Women,,,,10.0,1,2,25,2,1,0,0,0-4,2.50
G Hullah,,,,,,,,,,2,v Int XI Women,Christchurch,1982-02-04,England Women,,,,12.0,1,2,26,2,1,0,0,0-4,2.16
CA Hodges,,,,,,,,,,2,v AUS Women,Melbourne,1988-12-11,England Women,,,,12.0,1,4,26,2,1,0,0,0-4,2.16
MA Reynard,,,,,,,,,,1,v Ire Women,Dublin,1995-07-22,England Women,,,,7.0,1,0,26,2,1,0,0,0-4,3.71
LC Pearson,,,,,,,,,,2,v NZ Women,Hamilton,2000-02-20,England Women,,,,10.0,1,2,26,2,1,0,0,0-4,2.60
D Maybury,,,,,,,,,,2,v Denmk Women,Nykobing Mors,1989-07-20,England Women,,,,11.0,1,1,27,2,1,0,0,0-4,2.45
CA Hodges,,,,,,,,,,1,v WI Women,Arundel,1993-07-28,England Women,,,,12.0,1,5,27,2,1,0,0,0-4,2.25
CE Taylor,,,,,,,,,,2,v NZ Women,Lord's,1993-08-01,England Women,,,,12.0,1,3,27,2,1,0,0,0-4,2.25
KM Leng,,,,,,,,,,1,v Ire Women,Dublin,1995-07-20,England Women,,,,8.0,1,0,27,2,1,0,0,0-4,3.37
KM Leng,,,,,,,,,,1,v NZ Women,Leicester,1996-06-16,England Women,,,,10.0,1,1,27,2,1,0,0,0-4,2.70
E Bakewell,,,,,,,,,,2,v AUS Women,Birmingham,1973-07-28,England Women,,,,12.0,1,2,28,2,1,0,0,0-4,2.33
J Southgate,,,,,,,,,,1,v AUS Women,Lord's,1976-08-04,England Women,,,,9.0,1,2,28,2,1,0,0,0-4,3.11
AM Starling,,,,,,,,,,1,v India Women,Leicester,1986-06-22,England Women,,,,8.0,1,1,28,2,1,0,0,0-4,3.50
CA Hodges,,,,,,,,,,1,v AUS Women,Wellington,1992-01-18,England Women,,,,12.0,1,2,28,2,1,0,0,0-4,2.33
CJ Connor,,,,,,,,,,1,v SA Women,Nottingham,2000-06-22,England Women,,,,6.0,1,0,28,2,1,0,0,0-4,4.66
KM Brown,,,,,,,,,,2,v WI Women,Shireoaks,1979-07-07,England Women,,,,10.0,1,3,29,2,1,0,0,0-4,2.90
JC Tedstone,,,,,,,,,,1,v NZ Women,Leicester,1984-06-30,England Women,,,,10.0,1,3,29,2,1,0,0,0-4,2.90
GA Smith,,,,,,,,,,2,v AUS Women,Melbourne,1988-12-11,England Women,,,,10.4,1,0,29,2,1,0,0,0-4,2.71
K Smithies,,,,,,,,,,1,v Ire Women,Dublin,1995-07-22,England Women,,,,10.0,1,3,29,2,1,0,0,0-4,2.90
KM Leng,,,,,,,,,,1,v AUS Women,Sydney,2000-01-30,England Women,,,,7.0,1,0,29,2,1,0,0,0-4,4.14
CE Taylor,,,,,,,,,,2,v NZ Women,Auckland,2000-02-17,England Women,,,,10.0,1,2,29,2,1,0,0,0-4,2.90
E Bakewell,,,,,,,,,,1,v AUS Women,Lord's,1976-08-04,England Women,,,,12.0,1,3,30,2,1,0,0,0-4,2.50
CE Taylor,,,,,,,,,,2,v India Women,Finchampstead,1993-07-25,England Women,,,,12.0,1,1,31,2,1,0,0,0-4,2.58
P Mather,,,,,,,,,,2,v Y. Eng Women,Ilford,1973-07-18,England Women,,,,11.0,1,3,32,2,1,0,0,0-4,2.90
E Bakewell,,,,,,,,,,1,v AUS Women,New Plymouth,1982-01-17,England Women,,,,12.0,1,4,32,2,1,0,0,0-4,2.66
GE McConway,,,,,,,,,,2,v NZ Women,Bristol,1984-07-21,England Women,,,,11.0,1,1,32,2,1,0,0,0-4,2.90
S Hilliam,,,,,,,,,,2,v AUS Women,Birmingham,1973-07-28,England Women,,,,9.0,1,0,34,2,1,0,0,0-4,3.77
JM Court,,,,,,,,,,1,v NZ Women,New Plymouth,1982-01-18,England Women,,,,12.0,1,2,34,2,1,0,0,0-4,2.83
CA Hodges,,,,,,,,,,1,v NZ Women,Wellington,1982-01-27,England Women,,,,12.0,1,4,34,2,1,0,0,0-4,2.83
K Smithies,,,,,,,,,,1,v Ire Women,Kirby Muxloe,1990-07-20,England Women,,,,9.0,1,2,34,2,1,0,0,0-4,3.77
JC Tedstone,,,,,,,,,,2,v Ire Women,Northampton,1990-07-22,England Women,,,,10.0,1,0,34,2,1,0,0,0-4,3.40
KM Leng,,,,,,,,,,2,v SA Women,Chelmsford,2000-06-20,England Women,,,,7.0,1,0,34,2,1,0,0,0-4,4.85
LC Pearson,,,,,,,,,,2,v NZ Women,Timaru,2000-11-21,England Women,,,,10.0,1,2,34,2,1,0,0,0-4,3.40
DA Stock,,,,,,,,,,2,v NZ Women,Wellington,1992-01-20,England Women,,,,12.0,1,2,35,2,1,0,0,0-4,2.91
CE Taylor,,,,,,,,,,2,v SA Women,Bristol,1997-08-15,England Women,,,,10.0,1,2,36,2,1,0,0,0-4,3.60
MA Reynard,,,,,,,,,,2,v PAK Women,Vijayawada,1997-12-12,England Women,,,,10.0,1,4,36,2,1,0,0,0-4,3.60
JM Court,,,,,,,,,,1,v AUS Women,Canterbury,1976-08-01,England Women,,,,8.0,1,0,37,2,1,0,0,0-4,4.62
DA Stock,,,,,,,,,,1,v NZ Women,Chester-le-Street,1996-06-18,England Women,,,,10.0,1,0,38,2,1,0,0,0-4,3.80
M Pilling,,,,,,,,,,2,v AUS Women,Birmingham,1973-07-28,England Women,,,,12.0,1,1,41,2,1,0,0,0-4,3.41
S Redfern,,,,,,,,,,2,v SA Women,Taunton,1997-08-17,England Women,,,,10.0,1,0,41,2,1,0,0,0-4,4.10
MA Reynard,,,,,,,,,,1,v AUS Women,Sydney,2000-01-29,England Women,,,,7.0,1,1,41,2,1,0,0,0-4,5.85
CA Hodges,,,,,,,,,,2,v Int XI Women,Hamilton,1982-01-14,England Women,,,,12.0,1,4,42,2,1,0,0,0-4,3.50
CA Hodges,,,,,,,,,,1,v AUS Women,Christchurch,1992-01-25,England Women,,,,10.0,1,0,43,2,1,0,0,0-4,4.30
D Holden,,,,,,,,,,1,v SA Women,Taunton,2000-06-28,England Women,,,,10.0,1,0,44,2,1,0,0,0-4,4.40
CJ Connor,,,,,,,,,,1,v AUS Women,Lincoln,2000-12-10,England Women,,,,10.0,1,0,48,2,1,0,0,0-4,4.80
D Holden,,,,,,,,,,1,v NZ Women,Lincoln,2000-12-14,England Women,,,,10.0,1,0,48,2,1,0,0,0-4,4.80
LC Pearson,,,,,,,,,,1,v SA Women,Taunton,2000-06-28,England Women,,,,10.0,1,0,49,2,1,0,0,0-4,4.90
AM Starling,,,,,,,,,,1,v AUS Women,Melbourne,1985-01-31,England Women,,,,11.0,1,0,52,2,1,0,0,0-4,4.72
JC Tedstone,,,,,,,,,,1,v AUS Women,Wellington,1992-01-18,England Women,,,,12.0,1,1,54,2,1,0,0,0-4,4.50
MA Reynard,,,,,,,,,,1,v AUS Women,Sydney,2000-01-30,England Women,,,,10.0,1,0,54,2,1,0,0,0-4,5.40
MA Lear,,,,,,,,,,2,v Int XI Women,Hamilton,1982-01-14,England Women,,,,2.0,1,2,0,1,1,0,0,0-4,0.00
CA Hodges,,,,,,,,,,1,v India Women,Osterley,1986-06-28,England Women,,,,1.0,1,1,0,1,1,0,0,0-4,0.00
CJ Watmough,,,,,,,,,,2,v Int XI Women,Hove,1973-06-23,England Women,,,,1.0,1,0,1,1,1,0,0,0-4,1.00
CM Mowat,,,,,,,,,,1,v India Women,Kolkata,1978-01-01,England Women,,,,4.0,1,3,2,1,1,0,0,0-4,0.50
GA Smith,,,,,,,,,,1,v Ire Women,Melbourne,1988-12-13,England Women,,,,8.0,1,6,2,1,1,0,0,0-4,0.25
CJ Watmough,,,,,,,,,,2,v Int XI Women,Hamilton,1982-01-14,England Women,,,,3.0,1,1,3,1,1,0,0,0-4,1.00
SJ Kitson,,,,,,,,,,2,v Denmk Women,Haarlem,1991-07-20,England Women,,,,6.0,1,3,4,1,1,0,0,0-4,0.66
BL Morgan,,,,,,,,,,2,v Denmk Women,Nykobing Mors,1999-07-20,England Women,,,,10.0,1,7,4,1,1,0,0,0-4,0.40
MA Reynard,,,,,,,,,,1,v India Women,Guwahati,1995-11-14,England Women,,,,3.0,1,0,5,1,1,0,0,0-4,1.66
DL Thomas,,,,,,,,,,2,v Int XI Women,Hove,1973-06-23,England Women,,,,3.0,1,1,6,1,1,0,0,0-4,2.00
K Smithies,,,,,,,,,,2,v Neth Women,Haarlem,1991-07-17,England Women,,,,8.0,1,4,6,1,1,0,0,0-4,0.75
JM Chamberlain,,,,,,,,,,2,v Denmk Women,Haarlem,1991-07-20,England Women,,,,6.0,1,2,6,1,1,0,0,0-4,1.00
CJ Barrs,,,,,,,,,,1,v Neth Women,Sydney,1988-12-06,England Women,,,,12.0,1,8,7,1,1,0,0,0-4,0.58
SJ Kitson,,,,,,,,,,2,v Neth Women,Melbourne,1988-12-16,England Women,,,,6.0,1,2,7,1,1,0,0,0-4,1.16
KM Leng,,,,,,,,,,1,v India Women,Delhi,1995-11-11,England Women,,,,5.0,1,2,7,1,1,0,0,0-4,1.40
AM Starling,,,,,,,,,,1,v India Women,Nelson,1982-01-31,England Women,,,,7.0,1,2,8,1,1,0,0,0-4,1.14
GA Smith,,,,,,,,,,1,v Neth Women,Sydney,1988-12-06,England Women,,,,6.0,1,1,8,1,1,0,0,0-4,1.33
JA Brittin,,,,,,,,,,2,v NZ Women,Wellington,1992-01-20,England Women,,,,1.0,1,0,8,1,1,0,0,0-4,8.00
KM Leng,,,,,,,,,,2,v NZ Women,Timaru,2000-11-21,England Women,,,,5.0,1,1,8,1,1,0,0,0-4,1.60
M Pilling,,,,,,,,,,1,v T & T Women,Wolverhampton,1973-07-20,England Women,,,,9.0,1,4,9,1,1,0,0,0-4,1.00
JM Court,,,,,,,,,,2,v Int XI Women,Christchurch,1982-02-04,England Women,,,,12.0,1,6,9,1,1,0,0,0-4,0.75
AM Starling,,,,,,,,,,2,v NZ Women,Bristol,1984-07-21,England Women,,,,5.0,1,2,9,1,1,0,0,0-4,1.80
CE Taylor,,,,,,,,,,1,v Neth Women,Leicester,1990-07-18,England Women,,,,6.0,1,1,9,1,1,0,0,0-4,1.50
K Smithies,,,,,,,,,,1,v SA Women,Hinckley,1997-08-27,England Women,,,,7.0,1,4,9,1,1,0,0,0-4,1.28
KM Leng,,,,,,,,,,2,v SA Women,Hyderabad (Deccan),1997-12-10,England Women,,,,4.0,1,1,9,1,1,0,0,0-4,2.25
E Bakewell,,,,,,,,,,1,v T & T Women,Wolverhampton,1973-07-20,England Women,,,,5.0,1,2,10,1,1,0,0,0-4,2.00
J Stephenson,,,,,,,,,,1,v AUS Women,Nottingham,1976-08-08,England Women,,,,8.0,1,1,10,1,1,0,0,0-4,1.25
CA Hodges,,,,,,,,,,2,v India Women,Banstead,1986-07-27,England Women,,,,3.0,1,0,10,1,1,0,0,0-4,3.33
CJ Barrs,,,,,,,,,,2,v Neth Women,Melbourne,1988-12-16,England Women,,,,7.0,1,2,10,1,1,0,0,0-4,1.42
JM Chamberlain,,,,,,,,,,1,v Neth Women,Nykobing Mors,1989-07-19,England Women,,,,6.0,1,1,10,1,1,0,0,0-4,1.66
GA Smith,,,,,,,,,,2,v Denmk Women,Nykobing Mors,1989-07-20,England Women,,,,11.0,1,3,10,1,1,0,0,0-4,0.90
M Pilling,,,,,,,,,,2,v Y. Eng Women,Ilford,1973-07-18,England Women,,,,12.0,1,7,11,1,1,0,0,0-4,0.91
DL Thomas,,,,,,,,,,1,v T & T Women,Wolverhampton,1973-07-20,England Women,,,,5.0,1,1,11,1,1,0,0,0-4,2.20
JC Tedstone,,,,,,,,,,1,v NZ Women,Perth,1988-11-30,England Women,,,,6.0,1,1,11,1,1,0,0,0-4,1.83
CE Taylor,,,,,,,,,,1,v Neth Women,Nykobing Mors,1989-07-19,England Women,,,,8.0,1,1,11,1,1,0,0,0-4,1.37
GA Smith,,,,,,,,,,1,v Neth Women,Leicester,1990-07-18,England Women,,,,6.0,1,2,11,1,1,0,0,0-4,1.83
D Maybury,,,,,,,,,,1,v Ire Women,Dublin,1990-08-17,England Women,,,,5.0,1,0,11,1,1,0,0,0-4,2.20
LC Pearson,,,,,,,,,,2,v India Women,Manchester,1999-07-06,England Women,,,,7.0,1,3,11,1,1,0,0,0-4,1.57
DL Thomas,,,,,,,,,,1,v India Women,Kolkata,1978-01-01,England Women,,,,5.0,1,0,12,1,1,0,0,0-4,2.40
JM Court,,,,,,,,,,1,v WI Women,Teddington,1979-06-06,England Women,,,,5.0,1,1,12,1,1,0,0,0-4,2.40
JL Harris,,,,,,,,,,2,v Denmk Women,Nykobing Mors,1989-07-20,England Women,,,,7.0,1,3,12,1,1,0,0,0-4,1.71
K Smithies,,,,,,,,,,2,v SA Women,Bristol,1997-08-15,England Women,,,,10.0,1,5,12,1,1,0,0,0-4,1.20
LC Davis,,,,,,,,,,1,v SA Women,Worcester,2000-07-01,England Women,,,,5.0,1,2,12,1,1,0,0,0-4,2.40
CE Taylor,,,,,,,,,,2,v SA Women,Lincoln,2000-12-02,England Women,,,,10.0,1,4,12,1,1,0,0,0-4,1.20
R Heyhoe-Flint,,,,,,,,,,2,v Y. Eng Women,Ilford,1973-07-18,England Women,,,,2.0,1,0,13,1,1,0,0,0-4,6.50
J Stephenson,,,,,,,,,,2,v AUS Women,Birmingham,1973-07-28,England Women,,,,9.0,1,3,13,1,1,0,0,0-4,1.44
AM Starling,,,,,,,,,,2,v Int XI Women,Hamilton,1982-01-14,England Women,,,,7.0,1,4,13,1,1,0,0,0-4,1.85
CA Hodges,,,,,,,,,,2,v NZ Women,Hastings,1984-06-24,England Women,,,,5.0,1,1,13,1,1,0,0,0-4,2.60
JM Chamberlain,,,,,,,,,,1,v Ire Women,Sydney,1988-12-05,England Women,,,,6.0,1,0,13,1,1,0,0,0-4,2.16
JC Tedstone,,,,,,,,,,1,v Ire Women,Sydney,1988-12-05,England Women,,,,8.0,1,2,13,1,1,0,0,0-4,1.62
D Maybury,,,,,,,,,,1,v Ire Women,Sydney,1988-12-05,England Women,,,,4.0,1,0,13,1,1,0,0,0-4,3.25
JM Chamberlain,,,,,,,,,,2,v Denmk Women,Nottingham,1990-07-19,England Women,,,,7.0,1,1,13,1,1,0,0,0-4,1.85
K Smithies,,,,,,,,,,2,v Ire Women,Dublin,1990-08-16,England Women,,,,4.0,1,1,13,1,1,0,0,0-4,3.25
KM Leng,,,,,,,,,,2,v Neth Women,Dublin,1995-07-18,England Women,,,,7.0,1,2,13,1,1,0,0,0-4,1.85
S Redfern,,,,,,,,,,2,v Denmk Women,Hyderabad,1997-12-14,England Women,,,,6.0,1,2,13,1,1,0,0,0-4,2.16
BL Morgan,,,,,,,,,,1,v Neth Women,Nykobing Mors,1999-07-19,England Women,,,,10.0,1,6,13,1,1,0,0,0-4,1.30
E Bakewell,,,,,,,,,,1,v AUS Women,Nottingham,1976-08-08,England Women,,,,3.0,1,0,14,1,1,0,0,0-4,4.66
R Heggs,,,,,,,,,,1,v India Women,Kolkata,1978-01-01,England Women,,,,4.0,1,1,14,1,1,0,0,0-4,3.50
HJ Stother,,,,,,,,,,1,v India Women,Osterley,1986-06-28,England Women,,,,6.0,1,2,14,1,1,0,0,0-4,2.33
D Maybury,,,,,,,,,,2,v Ire Women,Northampton,1990-07-22,England Women,,,,3.0,1,0,14,1,1,0,0,0-4,4.66
K Smithies,,,,,,,,,,2,v NZ Women,Lord's,1993-08-01,England Women,,,,12.0,1,4,14,1,1,0,0,0-4,1.16
CJ Connor,,,,,,,,,,2,v SA Women,Hyderabad (Deccan),1997-12-10,England Women,,,,3.0,1,0,14,1,1,0,0,0-4,4.66
CJ Connor,,,,,,,,,,2,v PAK Women,Vijayawada,1997-12-12,England Women,,,,10.0,1,2,14,1,1,0,0,0-4,1.40
SV Collyer,,,,,,,,,,2,v India Women,Manchester,1999-07-06,England Women,,,,6.0,1,1,14,1,1,0,0,0-4,2.33
CE Taylor,,,,,,,,,,2,v SA Women,Chelmsford,2000-06-20,England Women,,,,9.0,1,3,14,1,1,0,0,0-4,1.55
J Southgate,,,,,,,,,,1,v AUS Women,Nottingham,1976-08-08,England Women,,,,5.0,1,0,15,1,1,0,0,0-4,3.00
M Pilling,,,,,,,,,,1,v India Women,Kolkata,1978-01-01,England Women,,,,8.0,1,4,15,1,1,0,0,0-4,1.87
G Hullah,,,,,,,,,,1,v India Women,Nelson,1982-01-31,England Women,,,,6.0,1,3,15,1,1,0,0,0-4,2.50
AM Starling,,,,,,,,,,2,v AUS Women,Melbourne,1985-02-03,England Women,,,,9.0,1,5,15,1,1,0,0,0-4,1.66
JM Chamberlain,,,,,,,,,,2,v Neth Women,Melbourne,1988-12-16,England Women,,,,6.0,1,1,15,1,1,0,0,0-4,2.50
C Cooke,,,,,,,,,,2,v Ire Women,Nykobing Mors,1989-07-21,England Women,,,,7.0,1,2,15,1,1,0,0,0-4,2.14
CJ Barrs,,,,,,,,,,2,v Denmk Women,Nottingham,1990-07-19,England Women,,,,5.0,1,1,15,1,1,0,0,0-4,3.00
GA Smith,,,,,,,,,,1,v Denmk Women,Haarlem,1991-07-19,England Women,,,,6.0,1,1,15,1,1,0,0,0-4,2.50
