innings_player,innings_runs_scored,innings_runs_scored_num,innings_minutes_batted,innings_batted_flag,innings_not_out_flag,innings_balls_faced,innings_boundary_fours,innings_boundary_sixes,innings_batting_strike_rate,innings_number,opposition,ground,innings_date,country,50s,100s,innings_runs_scored_buckets,innings_overs_bowled,innings_bowled_flag,innings_maidens_bowled,innings_runs_conceded,innings_wickets_taken,4_wickets,5_wickets,10_wickets,innings_wickets_taken_buckets,innings_economy_rate
EC Drumm,,,,,,,,,,1,v ENG Women,Timaru,2000-11-21,New Zealand Women,,,,3.0,1,0,18,0,1,0,0,0-4,6.00
SA Harris,,,,,,,,,,1,v AUS Women,Jamshedpur,1978-01-01,New Zealand Women,,,,3.0,1,0,19,0,1,0,0,0-4,6.33
EPN Allan,,,,,,,,,,1,v India Women,Patna,1978-01-05,New Zealand Women,,,,5.0,1,0,19,0,1,0,0,0-4,3.80
DA Costello,,,,,,,,,,1,v India Women,Jaipur,1985-02-17,New Zealand Women,,,,10.0,1,3,19,0,1,0,0,0-4,1.90
JA Turner,,,,,,,,,,2,v AUS Women,Brisbane,1993-01-16,New Zealand Women,,,,5.0,1,0,19,0,1,0,0,0-4,3.80
KA Ramel,,,,,,,,,,2,v AUS Women,Melbourne,2000-02-08,New Zealand Women,,,,7.0,1,0,19,0,1,0,0,0-4,2.71
CM Nicholson,,,,,,,,,,2,v India Women,Lincoln,2000-12-09,New Zealand Women,,,,6.0,1,2,19,0,1,0,0,0-4,3.16
JA Burley,,,,,,,,,,2,v Int XI Women,Chesterfield,1973-06-30,New Zealand Women,,,,9.0,1,2,20,0,1,0,0,0-4,2.22
SH Brown,,,,,,,,,,2,v Int XI Women,Dunedin,1982-01-31,New Zealand Women,,,,12.0,1,5,20,0,1,0,0,0-4,1.66
LM Fraser,,,,,,,,,,1,v AUS Women,Lower Hutt,1986-01-23,New Zealand Women,,,,8.0,1,0,20,0,1,0,0,0-4,2.50
CA Campbell,,,,,,,,,,1,v AUS Women,Melbourne,1988-12-10,New Zealand Women,,,,4.0,1,0,20,0,1,0,0,0-4,5.00
BJ Legg,,,,,,,,,,2,v Ire Women,Melbourne,1988-12-11,New Zealand Women,,,,10.0,1,3,20,0,1,0,0,0-4,2.00
JE Harris,,,,,,,,,,2,v AUS Women,Christchurch,1990-02-06,New Zealand Women,,,,12.0,1,4,20,0,1,0,0,0-4,1.66
JE Harris,,,,,,,,,,2,v India Women,London,1993-07-28,New Zealand Women,,,,9.0,1,1,20,0,1,0,0,0-4,2.22
DA Hockley,,,,,,,,,,1,v AUS Women,Sydney,1997-11-05,New Zealand Women,,,,4.0,1,0,20,0,1,0,0,0-4,5.00
KA Ramel,,,,,,,,,,2,v AUS Women,Melbourne,2000-02-09,New Zealand Women,,,,3.0,1,0,20,0,1,0,0,0-4,6.66
HM Watson,,,,,,,,,,1,v ENG Women,Wellington,2000-02-15,New Zealand Women,,,,5.0,1,0,20,0,1,0,0,0-4,4.00
RJ Pullar,,,,,,,,,,1,v Ire Women,Lincoln,2000-12-01,New Zealand Women,,,,10.0,1,2,20,0,1,0,0,0-4,2.00
CM Nicholson,,,,,,,,,,2,v SL Women,Lincoln,2000-12-03,New Zealand Women,,,,10.0,1,1,20,0,1,0,0,0-4,2.00
SJ Rattray,,,,,,,,,,1,v India Women,Patna,1978-01-05,New Zealand Women,,,,7.0,1,0,21,0,1,0,0,0-4,3.00
EA Badham,,,,,,,,,,2,v ENG Women,Hyderabad (Deccan),1978-01-08,New Zealand Women,,,,7.3,1,1,21,0,1,0,0,0-4,2.80
JR Dunning,,,,,,,,,,2,v ENG Women,Leicester,1984-06-30,New Zealand Women,,,,6.0,1,0,21,0,1,0,0,0-4,3.50
BJ Legg,,,,,,,,,,1,v AUS Women,Lower Hutt,1990-02-10,New Zealand Women,,,,12.0,1,5,21,0,1,0,0,0-4,1.75
DA Hockley,,,,,,,,,,1,v AUS Women,Lower Hutt,1990-02-11,New Zealand Women,,,,4.0,1,1,21,0,1,0,0,0-4,5.25
KM Keenan,,,,,,,,,,2,v Ire Women,Dublin,1996-07-18,New Zealand Women,,,,8.0,1,1,21,0,1,0,0,0-4,2.62
KD Brown,,,,,,,,,,2,v ENG Women,Chennai,1997-12-26,New Zealand Women,,,,6.0,1,0,21,0,1,0,0,0-4,3.50
CA Campbell,,,,,,,,,,1,v ENG Women,Palmerston North,2000-02-12,New Zealand Women,,,,7.0,1,0,21,0,1,0,0,0-4,3.00
HM Tiffen,,,,,,,,,,2,v AUS Women,Lincoln,2000-11-29,New Zealand Women,,,,6.0,1,0,21,0,1,0,0,0-4,3.50
MH Peters,,,,,,,,,,2,v AUS Women,New Plymouth,1982-01-16,New Zealand Women,,,,10.0,1,3,22,0,1,0,0,0-4,2.20
KS Molloy,,,,,,,,,,2,v India Women,Patna,1985-03-15,New Zealand Women,,,,6.0,1,2,22,0,1,0,0,0-4,3.66
SJ Rattray,,,,,,,,,,2,v India Women,Jammu,1985-03-24,New Zealand Women,,,,9.0,1,1,22,0,1,0,0,0-4,2.44
EA Signal,,,,,,,,,,1,v AUS Women,Wellington,1986-01-20,New Zealand Women,,,,8.0,1,1,22,0,1,0,0,0-4,2.75
BJ Legg,,,,,,,,,,2,v AUS Women,Perth,1987-01-21,New Zealand Women,,,,10.0,1,2,22,0,1,0,0,0-4,2.20
DA Hockley,,,,,,,,,,1,v AUS Women,Lower Hutt,1990-02-10,New Zealand Women,,,,6.0,1,0,22,0,1,0,0,0-4,3.66
JA Fryer,,,,,,,,,,1,v AUS Women,Christchurch,1997-02-19,New Zealand Women,,,,4.0,1,0,22,0,1,0,0,0-4,5.50
CA Campbell,,,,,,,,,,2,v AUS Women,Wellington,1997-02-22,New Zealand Women,,,,10.0,1,5,22,0,1,0,0,0-4,2.20
KA Ramel,,,,,,,,,,1,v ENG Women,Wellington,2000-02-15,New Zealand Women,,,,4.0,1,0,22,0,1,0,0,0-4,5.50
SJ Rattray,,,,,,,,,,2,v ENG Women,Leicester,1984-06-30,New Zealand Women,,,,7.0,1,0,23,0,1,0,0,0-4,3.28
EA Signal,,,,,,,,,,1,v AUS Women,Melbourne,1985-02-10,New Zealand Women,,,,7.0,1,2,23,0,1,0,0,0-4,3.28
JA Turner,,,,,,,,,,1,v AUS Women,Canberra,1988-12-07,New Zealand Women,,,,7.0,1,0,23,0,1,0,0,0-4,3.28
SRM Morris,,,,,,,,,,1,v AUS Women,Melbourne,1988-12-10,New Zealand Women,,,,7.0,1,1,23,0,1,0,0,0-4,3.28
CA Campbell,,,,,,,,,,1,v ENG Women,Melbourne,1988-12-14,New Zealand Women,,,,5.0,1,0,23,0,1,0,0,0-4,4.60
JE Harris,,,,,,,,,,1,v AUS Women,Auckland,1994-01-18,New Zealand Women,,,,10.0,1,2,23,0,1,0,0,0-4,2.30
JE Harris,,,,,,,,,,1,v AUS Women,Levin,1994-01-20,New Zealand Women,,,,10.0,1,2,23,0,1,0,0,0-4,2.30
EC Drumm,,,,,,,,,,2,v India Women,Wellington,1995-02-18,New Zealand Women,,,,6.0,1,1,23,0,1,0,0,0-4,3.83
SD Cowles,,,,,,,,,,1,v Y. Eng Women,Eastbourne,1973-07-21,New Zealand Women,,,,5.0,1,0,24,0,1,0,0,0-4,4.80
JR Dunning,,,,,,,,,,1,v AUS Women,Melbourne,1985-02-08,New Zealand Women,,,,8.0,1,1,24,0,1,0,0,0-4,3.00
EA Signal,,,,,,,,,,2,v India Women,Jammu,1985-03-24,New Zealand Women,,,,4.0,1,0,24,0,1,0,0,0-4,6.00
JE Harris,,,,,,,,,,1,v AUS Women,Lismore,1993-01-13,New Zealand Women,,,,7.0,1,2,24,0,1,0,0,0-4,3.42
CA Campbell,,,,,,,,,,1,v AUS Women,Levin,1994-01-20,New Zealand Women,,,,10.0,1,2,24,0,1,0,0,0-4,2.40
KM Keenan,,,,,,,,,,2,v AUS Women,Adelaide,1996-02-04,New Zealand Women,,,,9.0,1,3,24,0,1,0,0,0-4,2.66
CM Nicholson,,,,,,,,,,2,v Ire Women,Dublin,1996-07-19,New Zealand Women,,,,6.0,1,0,24,0,1,0,0,0-4,4.00
PA Gruber,,,,,,,,,,1,v AUS Women,Melbourne,2000-02-06,New Zealand Women,,,,4.0,1,0,24,0,1,0,0,0-4,6.00
MF Tunupopo,,,,,,,,,,1,v ENG Women,Napier,2000-02-22,New Zealand Women,,,,8.0,1,2,24,0,1,0,0,0-4,3.00
KA Ramel,,,,,,,,,,1,v ENG Women,Napier,2000-02-22,New Zealand Women,,,,6.2,1,0,24,0,1,0,0,0-4,3.78
CA Campbell,,,,,,,,,,2,v ENG Women,Oamaru,2000-11-19,New Zealand Women,,,,10.0,1,2,24,0,1,0,0,0-4,2.40
EA Signal,,,,,,,,,,1,v India Women,Jaipur,1985-02-17,New Zealand Women,,,,5.0,1,1,25,0,1,0,0,0-4,5.00
NM Williams,,,,,,,,,,1,v AUS Women,Wellington,1986-01-20,New Zealand Women,,,,6.0,1,1,25,0,1,0,0,0-4,4.16
BJ Legg,,,,,,,,,,2,v ENG Women,Perth,1988-11-30,New Zealand Women,,,,9.2,1,1,25,0,1,0,0,0-4,2.67
JA Turner,,,,,,,,,,2,v ENG Women,Perth,1988-11-30,New Zealand Women,,,,8.0,1,0,25,0,1,0,0,0-4,3.12
JE Harris,,,,,,,,,,2,v AUS Women,Brisbane,1993-01-16,New Zealand Women,,,,5.0,1,1,25,0,1,0,0,0-4,5.00
JA Turner,,,,,,,,,,1,v AUS Women,Levin,1994-01-20,New Zealand Women,,,,7.0,1,0,25,0,1,0,0,0-4,3.57
JA Turner,,,,,,,,,,2,v AUS Women,Wellington,1994-01-22,New Zealand Women,,,,10.0,1,2,25,0,1,0,0,0-4,2.50
KM Keenan,,,,,,,,,,1,v AUS Women,Sydney,1997-11-08,New Zealand Women,,,,10.0,1,1,25,0,1,0,0,0-4,2.50
CA Campbell,,,,,,,,,,2,v India Women,Lincoln,2000-12-09,New Zealand Women,,,,5.0,1,0,25,0,1,0,0,0-4,5.00
GL Page,,,,,,,,,,1,v Y. Eng Women,Eastbourne,1973-07-21,New Zealand Women,,,,11.0,1,3,26,0,1,0,0,0-4,2.36
EA Badham,,,,,,,,,,1,v AUS Women,Jamshedpur,1978-01-01,New Zealand Women,,,,8.0,1,1,26,0,1,0,0,0-4,3.25
DA Costello,,,,,,,,,,2,v India Women,Delhi,1985-02-19,New Zealand Women,,,,10.0,1,1,26,0,1,0,0,0-4,2.60
BJ Legg,,,,,,,,,,1,v AUS Women,Perth,1987-01-19,New Zealand Women,,,,11.0,1,1,26,0,1,0,0,0-4,2.36
EA Signal,,,,,,,,,,2,v AUS Women,Perth,1987-01-21,New Zealand Women,,,,5.4,1,0,26,0,1,0,0,0-4,4.58
JR Dunning,,,,,,,,,,2,v AUS Women,Perth,1987-01-21,New Zealand Women,,,,9.0,1,2,26,0,1,0,0,0-4,2.88
DA Hockley,,,,,,,,,,1,v AUS Women,Melbourne,1988-12-10,New Zealand Women,,,,6.0,1,0,26,0,1,0,0,0-4,4.33
EC Drumm,,,,,,,,,,2,v AUS Women,Wellington,1992-01-19,New Zealand Women,,,,9.0,1,2,26,0,1,0,0,0-4,2.88
DA Hockley,,,,,,,,,,2,v ENG Women,Leicester,1996-06-16,New Zealand Women,,,,5.0,1,0,26,0,1,0,0,0-4,5.20
CA Campbell,,,,,,,,,,2,v India Women,Indore,1997-12-17,New Zealand Women,,,,10.0,1,2,26,0,1,0,0,0-4,2.60
CM Nicholson,,,,,,,,,,2,v AUS Women,Kolkata,1997-12-29,New Zealand Women,,,,10.0,1,3,26,0,1,0,0,0-4,2.60
S McLauchlan,,,,,,,,,,2,v AUS Women,Kolkata,1997-12-29,New Zealand Women,,,,9.0,1,0,26,0,1,0,0,0-4,2.88
HM Tiffen,,,,,,,,,,1,v ENG Women,Auckland,2000-02-17,New Zealand Women,,,,9.0,1,1,26,0,1,0,0,0-4,2.88
DA Costello,,,,,,,,,,1,v AUS Women,Melbourne,1985-02-08,New Zealand Women,,,,6.0,1,0,27,0,1,0,0,0-4,4.50
SJ Rattray,,,,,,,,,,2,v India Women,Jamshedpur,1985-03-13,New Zealand Women,,,,10.0,1,3,27,0,1,0,0,0-4,2.70
BJ Legg,,,,,,,,,,1,v AUS Women,Perth,1987-01-18,New Zealand Women,,,,7.0,1,0,27,0,1,0,0,0-4,3.85
JE Harris,,,,,,,,,,1,v AUS Women,Melbourne,1991-01-19,New Zealand Women,,,,11.1,1,0,27,0,1,0,0,0-4,2.41
S McLauchlan,,,,,,,,,,1,v AUS Women,Brisbane,1993-01-17,New Zealand Women,,,,7.0,1,1,27,0,1,0,0,0-4,3.85
KM Keenan,,,,,,,,,,1,v ENG Women,Lord's,1996-06-13,New Zealand Women,,,,10.0,1,1,27,0,1,0,0,0-4,2.70
HM Tiffen,,,,,,,,,,2,v AUS Women,Melbourne,2000-02-09,New Zealand Women,,,,5.0,1,1,27,0,1,0,0,0-4,5.40
HM Tiffen,,,,,,,,,,2,v AUS Women,Lincoln,2000-12-23,New Zealand Women,,,,5.0,1,1,27,0,1,0,0,0-4,5.40
KV Gunn,,,,,,,,,,2,v AUS Women,Melbourne,1985-02-07,New Zealand Women,,,,8.0,1,1,28,0,1,0,0,0-4,3.50
DA Hockley,,,,,,,,,,1,v India Women,Jaipur,1985-02-17,New Zealand Women,,,,7.0,1,1,28,0,1,0,0,0-4,4.00
EA Signal,,,,,,,,,,1,v AUS Women,Perth,1987-01-19,New Zealand Women,,,,12.0,1,2,28,0,1,0,0,0-4,2.33
KV Gunn,,,,,,,,,,2,v AUS Women,Brisbane,1993-01-16,New Zealand Women,,,,9.0,1,1,28,0,1,0,0,0-4,3.11
S McLauchlan,,,,,,,,,,2,v AUS Women,Auckland,1995-02-20,New Zealand Women,,,,6.2,1,1,28,0,1,0,0,0-4,4.42
JA Russell,,,,,,,,,,2,v AUS Women,Adelaide,1996-02-04,New Zealand Women,,,,5.0,1,0,28,0,1,0,0,0-4,5.60
CA Campbell,,,,,,,,,,2,v AUS Women,Wellington,1997-02-23,New Zealand Women,,,,10.0,1,3,28,0,1,0,0,0-4,2.80
KM Keenan,,,,,,,,,,1,v AUS Women,Sydney,1997-11-05,New Zealand Women,,,,9.0,1,0,28,0,1,0,0,0-4,3.11
MF Tunupopo,,,,,,,,,,1,v ENG Women,Auckland,2000-02-17,New Zealand Women,,,,5.0,1,0,28,0,1,0,0,0-4,5.60
SM Gilchrist,,,,,,,,,,2,v India Women,Delhi,1985-02-19,New Zealand Women,,,,10.0,1,4,29,0,1,0,0,0-4,2.90
LM Fraser,,,,,,,,,,1,v AUS Women,Wellington,1986-01-20,New Zealand Women,,,,9.0,1,3,29,0,1,0,0,0-4,3.22
JA Turner,,,,,,,,,,2,v Ire Women,Melbourne,1988-12-17,New Zealand Women,,,,10.0,1,2,29,0,1,0,0,0-4,2.90
CA Campbell,,,,,,,,,,2,v Ire Women,Melbourne,1988-12-17,New Zealand Women,,,,12.0,1,0,29,0,1,0,0,0-4,2.41
JE Harris,,,,,,,,,,2,v AUS Women,Hobart,1991-01-17,New Zealand Women,,,,10.3,1,3,29,0,1,0,0,0-4,2.76
KM Keenan,,,,,,,,,,2,v India Women,Christchurch,1995-02-12,New Zealand Women,,,,7.0,1,0,29,0,1,0,0,0-4,4.14
EC Drumm,,,,,,,,,,1,v AUS Women,Auckland,1997-02-16,New Zealand Women,,,,6.0,1,0,29,0,1,0,0,0-4,4.83
KD Brown,,,,,,,,,,1,v AUS Women,Sydney,1997-11-08,New Zealand Women,,,,6.0,1,0,29,0,1,0,0,0-4,4.83
KA Ramel,,,,,,,,,,1,v AUS Women,Wellington,1999-02-25,New Zealand Women,,,,7.0,1,1,29,0,1,0,0,0-4,4.14
HM Tiffen,,,,,,,,,,2,v SA Women,Lincoln,2000-12-11,New Zealand Women,,,,6.0,1,0,29,0,1,0,0,0-4,4.83
JR Dunning,,,,,,,,,,2,v India Women,Patna,1985-03-15,New Zealand Women,,,,8.0,1,0,30,0,1,0,0,0-4,3.75
LM Fraser,,,,,,,,,,1,v AUS Women,Perth,1987-01-19,New Zealand Women,,,,10.0,1,1,30,0,1,0,0,0-4,3.00
S McLauchlan,,,,,,,,,,2,v AUS Women,Wellington,1994-01-22,New Zealand Women,,,,10.0,1,3,30,0,1,0,0,0-4,3.00
KM Keenan,,,,,,,,,,2,v AUS Women,Wellington,1997-02-22,New Zealand Women,,,,9.2,1,2,30,0,1,0,0,0-4,3.21
KA Ramel,,,,,,,,,,1,v ENG Women,Palmerston North,2000-02-12,New Zealand Women,,,,5.0,1,0,30,0,1,0,0,0-4,6.00
CM Nicholson,,,,,,,,,,2,v AUS Women,Lincoln,2000-11-29,New Zealand Women,,,,9.3,1,2,30,0,1,0,0,0-4,3.15
RJ Pullar,,,,,,,,,,2,v AUS Women,Lincoln,2000-11-29,New Zealand Women,,,,9.0,1,1,30,0,1,0,0,0-4,3.33
KE Flavell,,,,,,,,,,1,v AUS Women,Melbourne,1988-12-10,New Zealand Women,,,,10.0,1,2,31,0,1,0,0,0-4,3.10
CA Campbell,,,,,,,,,,2,v AUS Women,Hobart,1991-01-17,New Zealand Women,,,,12.0,1,1,31,0,1,0,0,0-4,2.58
KV Gunn,,,,,,,,,,1,v AUS Women,Christchurch,1992-01-23,New Zealand Women,,,,12.0,1,2,31,0,1,0,0,0-4,2.58
KJ Musson,,,,,,,,,,1,v AUS Women,Brisbane,1993-01-17,New Zealand Women,,,,10.0,1,2,31,0,1,0,0,0-4,3.10
JR Dunning,,,,,,,,,,1,v AUS Women,Melbourne,1985-02-10,New Zealand Women,,,,9.0,1,1,32,0,1,0,0,0-4,3.55
JR Dunning,,,,,,,,,,1,v AUS Women,Auckland,1988-01-20,New Zealand Women,,,,8.0,1,0,32,0,1,0,0,0-4,4.00
EA Signal,,,,,,,,,,1,v AUS Women,Christchurch,1988-01-23,New Zealand Women,,,,6.0,1,0,32,0,1,0,0,0-4,5.33
DL Ford,,,,,,,,,,2,v ENG Women,Perth,1988-11-30,New Zealand Women,,,,6.0,1,0,32,0,1,0,0,0-4,5.33
CA Campbell,,,,,,,,,,1,v AUS Women,Lower Hutt,1990-02-11,New Zealand Women,,,,9.0,1,2,32,0,1,0,0,0-4,3.55
KV Gunn,,,,,,,,,,1,v AUS Women,Lismore,1993-01-13,New Zealand Women,,,,10.0,1,1,32,0,1,0,0,0-4,3.20
JA Turner,,,,,,,,,,1,v ENG Women,Lord's,1993-08-01,New Zealand Women,,,,8.0,1,1,32,0,1,0,0,0-4,4.00
MAM Lewis,,,,,,,,,,2,v ENG Women,Chester-le-Street,1996-06-18,New Zealand Women,,,,5.0,1,0,32,0,1,0,0,0-4,6.40
CM Nicholson,,,,,,,,,,1,v AUS Women,Palmerston North,1999-02-21,New Zealand Women,,,,8.0,1,2,32,0,1,0,0,0-4,4.00
RJ Pullar,,,,,,,,,,2,v ENG Women,Lincoln,2000-12-14,New Zealand Women,,,,8.0,1,1,32,0,1,0,0,0-4,4.00
SM Gilchrist,,,,,,,,,,2,v India Women,Jamshedpur,1985-03-13,New Zealand Women,,,,10.0,1,1,33,0,1,0,0,0-4,3.30
JE Harris,,,,,,,,,,1,v AUS Women,Christchurch,1988-01-23,New Zealand Women,,,,9.0,1,1,33,0,1,0,0,0-4,3.66
EA Signal,,,,,,,,,,2,v AUS Women,Wellington,1988-01-25,New Zealand Women,,,,5.0,1,0,33,0,1,0,0,0-4,6.60
KV Gunn,,,,,,,,,,1,v ENG Women,Lord's,1993-08-01,New Zealand Women,,,,12.0,1,5,33,0,1,0,0,0-4,2.75
S McLauchlan,,,,,,,,,,2,v India Women,Wellington,1995-02-18,New Zealand Women,,,,7.0,1,0,33,0,1,0,0,0-4,4.71
DA Hockley,,,,,,,,,,1,v AUS Women,Palmerston North,1999-02-21,New Zealand Women,,,,8.0,1,0,33,0,1,0,0,0-4,4.12
KM Keenan,,,,,,,,,,2,v AUS Women,Melbourne,2000-02-09,New Zealand Women,,,,8.1,1,0,33,0,1,0,0,0-4,4.04
J Lord,,,,,,,,,,2,v AUS Women,New Plymouth,1982-01-16,New Zealand Women,,,,11.0,1,2,34,0,1,0,0,0-4,3.09
MH Peters,,,,,,,,,,2,v ENG Women,New Plymouth,1982-01-18,New Zealand Women,,,,10.0,1,1,34,0,1,0,0,0-4,3.40
JR Dunning,,,,,,,,,,1,v AUS Women,Perth,1987-01-19,New Zealand Women,,,,8.0,1,0,34,0,1,0,0,0-4,4.25
RJ Pullar,,,,,,,,,,2,v AUS Women,Palmerston North,1999-02-23,New Zealand Women,,,,7.5,1,0,34,0,1,0,0,0-4,4.34
EPN Allan,,,,,,,,,,2,v ENG Women,Hyderabad (Deccan),1978-01-08,New Zealand Women,,,,10.0,1,1,35,0,1,0,0,0-4,3.50
JR Dunning,,,,,,,,,,1,v ENG Women,Hastings,1984-06-24,New Zealand Women,,,,8.0,1,0,35,0,1,0,0,0-4,4.37
KV Gunn,,,,,,,,,,1,v AUS Women,Christchurch,1988-01-23,New Zealand Women,,,,12.0,1,2,35,0,1,0,0,0-4,2.91
S McLauchlan,,,,,,,,,,1,v AUS Women,Lismore,1993-01-13,New Zealand Women,,,,10.0,1,1,35,0,1,0,0,0-4,3.50
CA Campbell,,,,,,,,,,1,v AUS Women,Adelaide,1996-02-03,New Zealand Women,,,,10.0,1,1,35,0,1,0,0,0-4,3.50
KM Keenan,,,,,,,,,,2,v AUS Women,Napier,1997-02-13,New Zealand Women,,,,9.0,1,0,35,0,1,0,0,0-4,3.88
CE Marett,,,,,,,,,,1,v Y. Eng Women,Eastbourne,1973-07-21,New Zealand Women,,,,11.0,1,2,36,0,1,0,0,0-4,3.27
CE Marett,,,,,,,,,,2,v ENG Women,New Plymouth,1982-01-18,New Zealand Women,,,,12.0,1,1,36,0,1,0,0,0-4,3.00
KV Gunn,,,,,,,,,,1,v AUS Women,Wellington,1986-01-20,New Zealand Women,,,,11.0,1,0,36,0,1,0,0,0-4,3.27
S McLauchlan,,,,,,,,,,2,v AUS Women,Brisbane,1993-01-16,New Zealand Women,,,,8.2,1,1,36,0,1,0,0,0-4,4.32
S McLauchlan,,,,,,,,,,1,v AUS Women,Adelaide,1996-02-03,New Zealand Women,,,,10.0,1,0,36,0,1,0,0,0-4,3.60
KA Ramel,,,,,,,,,,1,v AUS Women,Melbourne,2000-02-06,New Zealand Women,,,,9.0,1,1,36,0,1,0,0,0-4,4.00
MH Peters,,,,,,,,,,1,v AUS Women,Rangiora,1982-02-06,New Zealand Women,,,,12.0,1,4,37,0,1,0,0,0-4,3.08
SM Gilchrist,,,,,,,,,,1,v AUS Women,Melbourne,1985-02-10,New Zealand Women,,,,8.0,1,0,37,0,1,0,0,0-4,4.62
KV Gunn,,,,,,,,,,1,v AUS Women,Melbourne,1988-12-10,New Zealand Women,,,,12.0,1,1,37,0,1,0,0,0-4,3.08
RJ Pullar,,,,,,,,,,2,v AUS Women,Melbourne,2000-02-08,New Zealand Women,,,,7.0,1,1,37,0,1,0,0,0-4,5.28
JE Harris,,,,,,,,,,2,v AUS Women,Wellington,1988-01-25,New Zealand Women,,,,10.0,1,2,38,0,1,0,0,0-4,3.80
JA Turner,,,,,,,,,,1,v AUS Women,Lismore,1993-01-13,New Zealand Women,,,,10.0,1,0,38,0,1,0,0,0-4,3.80
CA Campbell,,,,,,,,,,2,v AUS Women,Auckland,1995-02-20,New Zealand Women,,,,9.0,1,1,38,0,1,0,0,0-4,4.22
HM Tiffen,,,,,,,,,,2,v AUS Women,Melbourne,2000-02-08,New Zealand Women,,,,7.0,1,1,38,0,1,0,0,0-4,5.42
RJ Pullar,,,,,,,,,,2,v AUS Women,Melbourne,2000-02-09,New Zealand Women,,,,10.0,1,2,38,0,1,0,0,0-4,3.80
LM Fraser,,,,,,,,,,1,v AUS Women,Wellington,1982-01-28,New Zealand Women,,,,12.0,1,2,39,0,1,0,0,0-4,3.25
Y Kainuku,,,,,,,,,,1,v ENG Women,Wellington,1992-01-20,New Zealand Women,,,,8.0,1,0,39,0,1,0,0,0-4,4.87
J Lord,,,,,,,,,,2,v ENG Women,Wellington,1982-01-27,New Zealand Women,,,,11.0,1,2,40,0,1,0,0,0-4,3.63
KV Gunn,,,,,,,,,,2,v AUS Women,Christchurch,1990-02-06,New Zealand Women,,,,11.0,1,1,40,0,1,0,0,0-4,3.63
KM Keenan,,,,,,,,,,2,v India Women,Wellington,1995-02-18,New Zealand Women,,,,9.0,1,0,40,0,1,0,0,0-4,4.44
J Lord,,,,,,,,,,1,v AUS Women,Wellington,1982-01-28,New Zealand Women,,,,12.0,1,1,41,0,1,0,0,0-4,3.41
EA Signal,,,,,,,,,,2,v ENG Women,Leicester,1984-06-30,New Zealand Women,,,,7.5,1,0,41,0,1,0,0,0-4,5.23
RJ Signal,,,,,,,,,,1,v ENG Women,Hastings,1984-06-24,New Zealand Women,,,,11.0,1,0,42,0,1,0,0,0-4,3.81
CA Campbell,,,,,,,,,,1,v AUS Women,Melbourne,1991-01-19,New Zealand Women,,,,12.0,1,0,42,0,1,0,0,0-4,3.50
CA Campbell,,,,,,,,,,1,v AUS Women,Auckland,1997-02-16,New Zealand Women,,,,10.0,1,1,44,0,1,0,0,0-4,4.40
JE Harris,,,,,,,,,,2,v AUS Women,Wellington,1997-02-22,New Zealand Women,,,,7.0,1,0,44,0,1,0,0,0-4,6.28
KM Keenan,,,,,,,,,,1,v AUS Women,Palmerston North,1999-02-21,New Zealand Women,,,,9.0,1,0,46,0,1,0,0,0-4,5.11
NM Williams,,,,,,,,,,2,v AUS Women,Hobart,1991-01-17,New Zealand Women,,,,12.0,1,0,47,0,1,0,0,0-4,3.91
CM Nicholson,,,,,,,,,,2,v AUS Women,Wellington,1997-02-23,New Zealand Women,,,,9.0,1,0,48,0,1,0,0,0-4,5.33
CA Campbell,,,,,,,,,,1,v AUS Women,Melbourne,1991-01-20,New Zealand Women,,,,12.0,1,1,49,0,1,0,0,0-4,4.08
EA Signal,,,,,,,,,,1,v ENG Women,Bristol,1984-07-21,New Zealand Women,,,,11.0,1,1,50,0,1,0,0,0-4,4.54
RJ Pullar,,,,,,,,,,1,v AUS Women,Palmerston North,1999-02-21,New Zealand Women,,,,10.0,1,0,53,0,1,0,0,0-4,5.30
DA Hockley,,,,,,,,,,2,v AUS Women,Wellington,1997-02-23,New Zealand Women,,,,9.4,1,0,57,0,1,0,0,0-4,5.89
BL Bevege,,,,,,,,,,2,v T & T Women,St Albans,1973-06-23,New Zealand Women,,,,DNB,0,,,,1,0,0,-,
BA Brentnall,,,,,,,,,,2,v T & T Women,St Albans,1973-06-23,New Zealand Women,,,,DNB,0,,,,1,0,0,-,
SD Cowles,,,,,,,,,,2,v T & T Women,St Albans,1973-06-23,New Zealand Women,,,,DNB,0,,,,1,0,0,-,
JD Doull,,,,,,,,,,2,v T & T Women,St Albans,1973-06-23,New Zealand Women,,,,DNB,0,,,,1,0,0,-,
CE Marett,,,,,,,,,,2,v T & T Women,St Albans,1973-06-23,New Zealand Women,,,,DNB,0,,,,1,0,0,-,
LM Prichard,,,,,,,,,,2,v T & T Women,St Albans,1973-06-23,New Zealand Women,,,,DNB,0,,,,1,0,0,-,
BA Brentnall,,,,,,,,,,2,v Int XI Women,Chesterfield,1973-06-30,New Zealand Women,,,,DNB,0,,,,1,0,0,-,
SD Cowles,,,,,,,,,,2,v Int XI Women,Chesterfield,1973-06-30,New Zealand Women,,,,DNB,0,,,,1,0,0,-,
JD Doull,,,,,,,,,,2,v Int XI Women,Chesterfield,1973-06-30,New Zealand Women,,,,DNB,0,,,,1,0,0,-,
LM Prichard,,,,,,,,,,2,v Int XI Women,Chesterfield,1973-06-30,New Zealand Women,,,,DNB,0,,,,1,0,0,-,
